Naam	1985-1989	1990-1994	1995-1999	2000-2004	1983-2006
Sunny (M)	44	37	22	11	125
Suradj (M)	12	14	8	2	41
Suraj (M)	37	39	21	18	130
Sven (M)	1434	1897	2298	2755	9997
Sverre (M)	9	17	83	77	235
Sweder (M)	2	9	12	34	85
Swen (M)	58	123	126	177	570
Syb (M)	1	0	22	53	98
Sybe (M)	9	16	38	57	152
Sybrand (M)	26	20	36	31	133
Sybren (M)	105	154	171	159	681
Sydney (M)	24	28	37	94	223
Syed (M)	25	30	27	30	131
Syl (M)	1	2	2	19	40
Sylvain (M)	19	17	26	41	123
Sylvan (M)	10	18	32	53	145
Sylvano (M)	14	18	55	46	158
Sylvester (M)	141	87	39	86	414
Sylvian (M)	12	17	14	16	71
Symen (M)	20	18	24	29	111
Symon (M)	7	11	5	10	36
Sytse (M)	54	48	40	37	206
Sytze (M)	63	35	59	62	250
Sébastien (M)	17	18	9	13	67
Sören (M)	32	10	2	5	60
Sükrü (M)	13	6	4	4	32
Süleyman (M)	80	65	54	37	283
Tabe (M)	10	6	9	9	45
Taco (M)	89	90	52	42	343
Taede (M)	10	8	4	6	33
Taeke (M)	36	27	23	35	174
Taha (M)	25	31	47	80	241
Tahir (M)	18	25	24	21	110
Tahsin (M)	19	10	9	8	52
Take (M)	2	8	3	10	39
Tako (M)	6	11	5	3	35
Talha (M)	26	41	59	98	284
Talip (M)	17	10	11	7	53
Tamar (M)	12	10	10	7	43
Tamer (M)	31	33	27	25	146
Tamme (M)	11	7	12	6	45
Tammo (M)	12	20	14	23	83
Tan (M)	9	6	7	7	34
Taner (M)	41	33	27	24	140
Tanju (M)	22	7	2	1	35
Tanno (M)	3	8	11	9	32
Taoufik (M)	69	42	39	33	212
Taran (M)	1	9	7	10	36
Tarek (M)	28	34	23	17	117
Tarik (M)	206	259	286	278	1189
Tariq (M)	28	48	54	58	221
Tarkan (M)	4	6	32	10	57
Taro (M)	7	5	3	19	44
Tarık (M)	1	3	9	16	43
Tayfun (M)	43	56	52	28	204
Taylan (M)	6	11	17	24	74
Taylor (M)	6	14	9	4	36
Teake (M)	18	12	19	12	72
Ted (M)	69	112	110	69	402
Teddy (M)	16	24	19	7	73
Teije (M)	17	21	37	56	191
Tein (M)	3	2	5	13	32
Teis (M)	3	4	6	11	35
Teoman (M)	7	8	6	16	40
Terence (M)	120	159	97	77	500
Terrence (M)	29	49	32	36	175
Terry (M)	107	126	63	24	364
Teun (M)	451	643	1040	1526	4532
Teunis (M)	491	435	384	322	1962
Teus (M)	4	12	13	25	67
Tevfik (M)	10	10	6	6	37
Tevin (M)	0	23	11	5	39
Tex (M)	3	4	10	9	30
Thanh (M)	57	26	24	19	156
Theo (M)	173	104	85	55	530
Theodoor (M)	75	59	55	38	264
Theodor (M)	8	15	9	5	40
Theodore (M)	8	5	8	5	31
Theodorus (M)	613	426	298	226	1885
Theun (M)	19	10	26	25	105
Theunis (M)	34	36	46	19	168
Thiago (M)	13	6	4	6	42
Thibaud (M)	6	4	8	10	30
Thibault (M)	10	6	8	21	62
Thibaut (M)	3	7	4	9	27
Thieme (M)	5	15	18	31	79
Thiemen (M)	4	7	5	12	38
Thiemo (M)	20	22	30	14	96
Thierry (M)	207	245	154	107	810
Thies (M)	9	23	31	66	196
Thieu (M)	5	15	16	17	58
Thije (M)	10	9	17	41	118
Thijm (M)	0	2	8	20	40
Thijme (M)	6	13	18	62	128
Thijmen (M)	120	202	367	1185	2631
Thijn (M)	13	38	108	343	707
Thijs (M)	1889	2124	2695	3304	12332
Thim (M)	11	12	15	14	57
Thimo (M)	39	78	223	321	727
Thimon (M)	1	6	16	16	39
Thobias (M)	3	4	15	19	52
Thom (M)	186	731	885	873	2980
Thomas (M)	4856	6559	6412	5897	26794
Thommy (M)	7	13	7	6	39
Thor (M)	3	11	17	24	72
Thorben (M)	5	12	18	29	71
Thorsten (M)	15	34	37	45	145
Thuur (M)	5	5	13	13	43
Thymen (M)	16	35	59	115	276
Thymo (M)	2	13	27	66	129
Thys (M)	37	22	7	7	89
Tiago (M)	18	33	19	47	156
Tiamo (M)	0	1	7	12	31
Tian (M)	2	7	10	11	39
Tibbe (M)	5	5	18	75	167
Tibo (M)	4	8	9	28	61
Tibor (M)	41	54	43	55	226
Ticho (M)	6	0	6	93	118
Tico (M)	15	29	35	39	132
Tiddo (M)	3	9	10	5	31
Tido (M)	3	6	9	13	34
Tiede (M)	1	11	7	6	29
Tieme (M)	21	25	41	107	259
Tiemen (M)	90	102	110	107	487
Tiemo (M)	5	6	9	22	49
Ties (M)	101	155	329	840	1968
Tigo (M)	1	1	33	163	319
Tijani (M)	8	4	11	10	37
Tije (M)	7	10	15	52	125
Tijl (M)	16	17	31	57	188
Tijm (M)	0	3	3	11	32
Tijme (M)	5	7	13	37	84
Tijmen (M)	294	406	604	727	2436
Tijn (M)	78	121	397	1203	2584
Tijs (M)	152	143	213	410	1231
Tim (M)	4657	5367	5781	5155	23730
Timber (M)	6	5	19	34	72
Timen (M)	16	17	18	9	71
Timme (M)	14	10	12	28	92
Timmie (M)	28	13	8	3	60
Timmo (M)	9	7	5	4	28
Timmy (M)	194	109	44	26	473
Timo (M)	502	931	1361	1921	5476
Timon (M)	159	218	282	244	1025
Timoteus (M)	7	10	5	0	27
Timoteüs (M)	12	14	16	17	70
Timotheus (M)	271	218	138	80	795
Timotheüs (M)	118	109	75	56	415
Timothy (M)	842	924	680	403	3158
Timothëus (M)	9	12	3	6	35
Timur (M)	11	17	17	21	78
Timótheüs (M)	24	15	4	13	63
Tin (M)	10	12	4	6	38
Tino (M)	22	38	51	63	197
Tinus (M)	17	12	12	22	75
Titus (M)	30	61	54	35	199
Tjade (M)	11	11	7	2	35
Tjalle (M)	17	14	33	35	115
Tjalling (M)	75	71	57	51	283
Tjarco (M)	14	5	4	1	29
Tjarda (M)	9	4	9	3	27
Tjardo (M)	15	23	34	17	97
Tjark (M)	7	10	12	6	41
Tjarko (M)	8	8	5	6	31
Tjebbe (M)	26	27	48	33	167
Tjeerd (M)	275	219	202	170	1028
Tjerk (M)	147	162	152	127	694
Tjerry (M)	14	3	8	7	33
Tjesse (M)	3	6	7	10	30
Tjeu (M)	8	31	49	49	159
Tjibbe (M)	25	18	26	35	125
Tjipke (M)	11	10	4	11	43
Tjisse (M)	6	8	4	9	36
Tjitse (M)	14	14	9	9	55
Tjitte (M)	20	23	23	12	90
Tjitze (M)	11	10	8	5	43
Tjomme (M)	5	12	7	6	36
Tobi (M)	8	11	12	19	56
Tobias (M)	340	530	654	781	2747
Tobie (M)	5	10	15	10	50
Toby (M)	40	112	114	99	412
Toine (M)	50	77	82	92	363
Tolga (M)	94	182	93	75	469
Tolgahan (M)	5	23	21	15	71
Tolunay (M)	1	9	42	19	71
Tom (M)	3045	4417	4177	3537	17139
Tomas (M)	305	394	262	269	1405
Tomasz (M)	38	10	11	8	85
Tomer (M)	4	9	6	4	27
Tomislav (M)	10	16	7	7	41
Tommie (M)	125	128	89	82	503
Tommy (M)	443	360	325	301	1620
Tomás (M)	3	15	24	19	68
Ton (M)	81	72	55	31	294
Toni (M)	29	32	25	18	133
Tonnie (M)	21	19	4	8	65
Tonnis (M)	24	10	10	8	64
Tonny (M)	41	30	31	15	141
Tony (M)	133	227	149	144	732
Toon (M)	67	83	111	154	498
Torben (M)	5	20	15	22	71
Torsten (M)	10	13	20	13	71
Tos (M)	1	3	7	10	28
Toufik (M)	17	38	25	11	103
Travis (M)	6	6	8	18	57
Tren (M)	0	0	14	50	99
Trevor (M)	30	50	42	36	183
Tristan (M)	280	427	726	1124	3082
Tristen (M)	7	13	37	43	133
Tromp (M)	5	5	5	7	30
Troy (M)	17	77	70	141	389
Trung (M)	7	5	6	9	35
Tseard (M)	3	11	7	6	30
Tsjerk (M)	8	8	13	6	44
Tuan (M)	12	20	8	7	56
Tufan (M)	20	37	32	32	132
Tugay (M)	6	43	38	19	113
Tuna (M)	5	5	6	18	39
Tunahan (M)	10	26	46	44	148
Tuncay (M)	36	25	12	11	109
Turan (M)	22	33	26	20	118
Turgay (M)	21	15	5	9	59
Turgut (M)	12	19	8	1	53
Tuur (M)	4	9	23	59	126
Tuğrul (M)	10	8	9	5	37
Twan (M)	343	513	714	1102	3165
Tyas (M)	24	15	7	5	51
Tycho (M)	93	154	250	946	1914
Tygo (M)	0	0	80	681	1441
Tyler (M)	16	21	34	67	182
Tymen (M)	23	22	24	40	135
Tymo (M)	2	8	20	57	110
Tymon (M)	10	18	8	17	63
Tyrell (M)	4	18	30	38	103
Tyrese (M)	0	0	5	86	108
Tyron (M)	16	22	39	37	133
Tyrone (M)	28	62	132	120	388
Tyson (M)	7	20	15	28	81
Udo (M)	8	8	3	4	37
Ufuk (M)	84	75	58	30	267
Ugur (M)	62	63	32	12	185
Uilke (M)	12	11	2	3	33
Ulaş (M)	14	8	11	17	58
Ulbe (M)	9	6	8	5	35
Ulrich (M)	9	4	12	6	39
Umar (M)	23	7	10	7	59
Umit (M)	31	19	5	10	84
Umut (M)	95	85	81	98	425
Urvin (M)	16	9	4	2	33
Usama (M)	6	4	18	6	36
Usman (M)	23	20	6	1	58
Uĝur (M)	10	10	2	4	28
Uğur (M)	88	106	48	23	288
Vadim (M)	6	4	6	11	32
Vahid (M)	6	4	6	1	28
Valencio (M)	0	5	7	19	39
Valentijn (M)	134	152	245	332	1115
Valentin (M)	12	18	14	18	70
Valentino (M)	36	30	66	116	333
Valerio (M)	3	6	10	5	39
Van (M)	44	20	8	14	109
Varun (M)	10	4	4	4	30
Vasco (M)	19	30	26	27	133
Vedat (M)	18	23	14	6	84
Vedran (M)	17	8	1	1	35
Veli (M)	30	26	25	9	99
Vernon (M)	19	17	13	8	76
Veron (M)	3	2	9	27	47
Veysel (M)	25	18	20	19	94
Vic (M)	4	16	25	28	90
Vico (M)	2	2	4	7	28
Victor (M)	463	694	745	630	2900
Vidar (M)	9	10	4	12	42
Viet (M)	6	8	8	11	40
Viggo (M)	0	3	6	144	281
Vigo (M)	0	2	4	78	155
Vijay (M)	16	19	25	12	88
Vikash (M)	63	28	10	5	153
Vikram (M)	5	9	7	2	27
Viktor (M)	73	99	62	68	357
Vin (M)	0	1	0	16	44
Vinay (M)	26	30	53	35	154
Vince (M)	59	209	321	374	1194
Vincent (M)	2732	2630	1852	1145	9587
Vincentius (M)	67	43	24	11	182
Vincenzo (M)	13	33	32	30	129
Vinesh (M)	19	24	21	10	85
Vinnie (M)	1	55	45	33	162
Vinny (M)	0	27	22	22	87
Vinod (M)	20	9	3	2	51
Viresh (M)	30	31	22	6	95
Virgil (M)	89	105	59	34	368
Virgill (M)	9	11	5	1	35
Vishaal (M)	24	24	7	2	59
Vishal (M)	47	30	17	11	124
Vishnu (M)	9	2	9	1	27
Vito (M)	15	52	54	46	191
Vittorio (M)	8	7	6	4	37
Vladimir (M)	38	26	19	16	113
Volkan (M)	137	203	109	62	554
Volkert (M)	13	10	9	4	44
Vural (M)	6	8	7	4	27
Wael (M)	2	1	11	7	30
Wahid (M)	8	7	12	9	41
Wai (M)	63	42	18	13	171
Wail (M)	1	21	33	52	128
Waldo (M)	12	5	4	0	29
Walid (M)	45	97	138	202	581
Walt (M)	4	8	6	7	28
Walter (M)	263	241	183	102	942
Walterus (M)	18	6	7	4	46
Walther (M)	22	14	9	4	52
Waltherus (M)	26	19	9	10	76
Wan (M)	11	6	6	1	28
Wander (M)	42	45	49	29	197
Wang (M)	2	8	14	6	37
Wannes (M)	5	6	10	2	30
Waqas (M)	15	6	3	2	29
Ward (M)	138	207	215	190	843
Warner (M)	20	30	26	29	122
Warren (M)	7	7	6	4	29
Warsame (M)	8	13	12	9	42
Wart (M)	8	8	5	5	28
Waseem (M)	12	3	2	3	27
Wasim (M)	6	9	9	18	60
Wassim (M)	1	13	55	150	298
Wayne (M)	37	36	23	8	117
Waïl (M)	0	1	9	63	102
Wei (M)	29	25	21	24	114
Wen (M)	4	7	7	18	44
Wendel (M)	13	19	14	7	66
Wendell (M)	14	13	14	8	55
Wensley (M)	15	6	5	6	37
Werner (M)	213	136	94	67	609
Wes (M)	2	9	39	89	188
Wesley (M)	2903	3306	2385	1751	11456
Wesly (M)	64	51	42	25	216
Wessel (M)	274	766	1276	1675	4648
Wester (M)	5	12	12	30	75
Wiard (M)	6	9	8	7	30
Wibe (M)	6	14	9	12	42
Wichard (M)	6	6	13	3	34
Wicher (M)	45	34	20	10	131
Wichert (M)	16	7	9	1	41
Wick (M)	1	2	9	23	45
Wiebe (M)	171	213	215	165	932
Wiebren (M)	23	20	20	9	84
Wiecher (M)	11	12	5	3	42
Wieger (M)	100	80	69	73	378
Wiek (M)	3	4	6	9	31
Wierd (M)	11	7	10	6	43
Wiert (M)	8	6	7	5	29
Wietse (M)	144	203	186	129	763
Wietze (M)	64	66	57	43	263
Wiggert (M)	4	9	5	5	29
Wijbe (M)	21	8	6	2	44
Wijnand (M)	160	118	73	45	482
Wijtze (M)	15	4	3	8	40
Wikash (M)	21	13	8	3	57
Wilbert (M)	92	76	39	32	276
Wilco (M)	313	324	217	114	1135
Wilfred (M)	71	56	26	9	203
Wilfried (M)	18	9	5	2	49
Wilhelm (M)	119	83	59	40	347
Wilhelmus (M)	1054	752	495	266	3140
Wiljan (M)	19	31	18	12	89
Wilko (M)	33	23	34	11	124
Willard (M)	3	10	12	8	36
Willebrordus (M)	9	9	7	2	31
Willem (M)	3566	3019	2764	2035	13599
Willem-Jan (M)	78	48	40	17	218
William (M)	393	382	373	300	1744
Willian (M)	13	6	9	6	38
Willibrordus (M)	16	12	12	3	56
Willie (M)	10	7	8	4	39
Willy (M)	33	19	23	11	100
Wilmar (M)	15	20	24	9	75
Wilmer (M)	7	27	17	15	76
Wilson (M)	22	22	10	15	86
Wim (M)	174	139	99	96	608
Winand (M)	14	14	9	9	58
Winesh (M)	11	19	14	5	50
Winfried (M)	15	4	5	0	28
Wing (M)	49	26	22	12	139
Winston (M)	39	43	56	89	268
Wiresh (M)	9	13	10	3	37
Wishal (M)	22	27	14	2	73
Wissam (M)	2	6	5	6	27
Wisse (M)	22	52	122	78	322
Wladimir (M)	9	7	3	1	27
Wobbe (M)	8	11	4	7	40
Wolf (M)	18	29	43	50	167
Wolfgang (M)	6	10	9	3	29
Wolter (M)	90	70	39	38	291
Wopke (M)	15	10	12	6	49
Wout (M)	173	291	383	562	1786
Wouter (M)	3371	3576	2876	2306	14128
Wouter-Jan (M)	8	16	5	0	34
Wouterus (M)	28	31	23	12	107
Wubbo (M)	7	15	4	2	33
Wulfert (M)	12	6	5	2	28
Wybe (M)	23	25	22	30	122
Wybren (M)	27	28	19	22	114
Wynand (M)	15	4	2	2	30
Wytse (M)	44	51	39	40	200
Wytze (M)	43	70	69	65	285
Xam (M)	0	2	1	18	36
Xander (M)	177	245	247	758	1734
Xandro (M)	3	5	5	11	28
Xavi (M)	0	0	3	37	91
Xavier (M)	92	134	107	217	686
Xian (M)	2	11	6	6	30
Xiao (M)	16	10	11	10	50
Xin (M)	4	3	7	9	28
Xu (M)	3	10	3	7	27
Xuan (M)	5	5	5	3	28
Yael (M)	4	11	6	16	40
Yahia (M)	11	7	4	9	41
Yahya (M)	43	49	40	71	244
Yahye (M)	2	4	9	11	30
Yair (M)	4	4	8	7	27
Yakup (M)	56	56	39	15	199
Yalçin (M)	18	16	2	1	50
Yan (M)	14	13	9	11	59
Yang (M)	7	8	9	6	35
Yanick (M)	23	59	62	89	288
Yaniek (M)	1	6	6	26	58
Yann (M)	12	17	15	17	76
Yannic (M)	21	36	34	19	114
Yannick (M)	304	865	1110	774	3442
Yanniek (M)	1	7	12	22	58
Yannik (M)	0	7	10	12	34
Yannis (M)	1	4	9	4	27
Yari (M)	2	17	68	83	206
Yarnick (M)	0	2	7	19	35
Yarno (M)	4	9	14	82	146
Yaro (M)	3	8	11	33	77
Yaron (M)	15	23	35	52	144
Yasar (M)	18	8	5	6	46
Yaser (M)	8	21	2	9	48
Yash (M)	0	1	9	38	72
Yasin (M)	223	277	257	203	1093
Yasir (M)	15	19	9	24	82
Yasser (M)	4	9	22	24	78
Yassin (M)	103	192	188	192	775
Yassine (M)	274	494	552	604	2222
Yassir (M)	50	91	104	135	516
Yavuz (M)	63	55	34	25	207
Yaw (M)	16	4	4	7	37
Yazid (M)	3	4	10	17	38
Yaël (M)	18	22	37	34	117
Yaïr (M)	5	5	7	16	39
Yaşar (M)	23	26	22	18	96
Yde (M)	8	12	15	16	60
Yentl (M)	7	5	9	11	40
Yesse (M)	2	3	10	13	34
Yessin (M)	1	6	28	23	71
Yi (M)	14	26	20	24	93
Yigit (M)	0	3	3	13	29
Yilmaz (M)	29	28	20	12	112
Yin (M)	4	5	6	6	27
Yip (M)	4	4	3	13	30
Yiu (M)	15	2	2	1	30
Yiğit (M)	5	5	6	15	61
Yke (M)	4	13	17	8	55
Yme (M)	23	22	27	36	132
Ynte (M)	8	8	8	14	47
Ynze (M)	14	18	20	24	89
Yoep (M)	4	11	11	9	40
Yoeri (M)	173	315	218	172	935
Yonah (M)	0	2	4	14	27
Yonathan (M)	8	10	16	4	46
Yong (M)	21	8	14	7	62
Yoni (M)	30	25	32	20	120
Yonis (M)	2	8	19	14	56
Yoram (M)	65	84	64	60	308
Yoran (M)	56	126	174	228	727
Yorben (M)	6	25	17	25	82
Yordi (M)	89	203	128	116	585
Yordy (M)	20	23	11	5	75
Yori (M)	48	36	16	25	135
Yorian (M)	9	4	7	9	36
Yorick (M)	241	364	315	212	1231
Yorik (M)	9	11	10	14	54
Yorin (M)	1	27	13	4	46
Yorn (M)	6	12	11	26	70
Yorrick (M)	19	63	37	23	156
Yosef (M)	5	8	3	8	30
Yoshi (M)	18	40	35	7	106
Yoshua (M)	4	21	20	29	87
Yosri (M)	4	17	14	8	48
Younes (M)	129	266	316	392	1298
Youness (M)	34	45	35	29	165
Youp (M)	24	86	128	162	438
Youri (M)	294	603	1434	1033	3807
Yousef (M)	22	21	16	49	132
Yousif (M)	10	6	7	9	37
Yousri (M)	2	5	9	33	75
Youssef (M)	537	421	380	361	2084
Youssri (M)	2	13	34	17	77
Yoël (M)	8	18	21	22	80
Yoëll (M)	0	5	20	18	47
Ype (M)	25	13	28	18	101
Ysbrand (M)	8	12	14	18	56
Yu (M)	27	28	21	16	112
Yun (M)	12	10	4	2	33
Yunus (M)	141	247	206	156	837
Yuri (M)	191	190	118	153	805
Yusuf (M)	286	253	236	318	1312
Yvan (M)	10	13	12	24	79
Yvar (M)	7	38	45	81	196
Yves (M)	106	127	161	120	596
Yvo (M)	74	82	68	49	312
Yücel (M)	17	9	6	5	45
Yüksel (M)	6	11	4	5	33
Zacharias (M)	9	9	10	10	46
Zachary (M)	7	19	19	10	60
Zafer (M)	39	33	12	11	111
Zahid (M)	11	6	7	3	35
Zahir (M)	12	5	8	9	41
Zaid (M)	34	45	31	41	187
Zain (M)	9	9	11	13	54
Zakaria (M)	207	365	432	490	1701
Zakariae (M)	25	7	5	2	39
Zakariya (M)	1	8	15	25	58
Zaki (M)	13	11	14	8	54
Zander (M)	7	2	9	6	29
Zayd (M)	2	5	3	9	32
Zaïd (M)	0	7	7	17	42
Zeb (M)	10	11	28	74	158
Zef (M)	6	7	7	12	41
Zefanja (M)	3	8	5	7	30
Zeger (M)	32	30	31	30	155
Zekeriya (M)	11	15	5	7	51
Zeki (M)	29	11	12	9	74
Zen (M)	4	4	15	20	57
Zeno (M)	23	32	49	43	182
Zep (M)	3	12	15	31	86
Zev (M)	3	11	14	12	48
Zeynel (M)	17	5	14	9	51
Zhen (M)	8	6	6	6	30
Zhi (M)	11	15	25	9	64
Zi (M)	7	1	13	12	38
Ziad (M)	5	7	6	31	77
Zico (M)	19	25	36	53	152
Ziggy (M)	18	39	47	70	202
Zine-Eddine (M)	0	0	2	23	42
Zinedine (M)	0	0	5	20	37
Zino (M)	8	18	67	55	159
Zion (M)	0	1	15	46	85
Ziya (M)	5	16	9	11	52
Zohair (M)	5	24	27	16	80
Zoran (M)	29	16	9	10	79
Zoubeir (M)	14	17	11	11	55
Zouhair (M)	56	44	27	25	169
Zowie (M)	4	9	13	10	37
Zoë (M)	10	15	22	10	57
Zwier (M)	8	8	14	7	43
Çağdaş (M)	14	11	1	2	31
Çağlar (M)	18	22	9	2	51
Çağri (M)	1	18	7	8	35
Étienne (M)	6	21	12	11	53
Ömer (M)	243	296	255	239	1198
Ömür (M)	6	12	8	4	32
Önder (M)	23	12	13	4	64
Özcan (M)	22	11	14	10	71
Özgür (M)	49	38	33	23	170
Özhan (M)	12	4	2	1	27
Özkan (M)	40	33	15	16	130
Ümit (M)	103	70	32	22	279
Ümüt (M)	22	9	2	2	49
Ünal (M)	19	19	7	3	53
İbrahim (M)	33	27	11	4	84
İsmail (M)	37	16	14	4	75
Şaban (M)	16	12	4	7	44
Şafak (M)	5	8	11	6	33
Şahin (M)	52	50	21	30	176
Şevket (M)	6	10	8	4	33
Şükrü (M)	13	13	10	4	46
