Naam	1985-1989	1990-1994	1995-1999	2000-2004	1983-2006
Maan (V)	5	3	9	11	29
Maartje (V)	1207	1155	1155	1016	5300
Maasje (V)	8	8	8	7	35
Maatje (V)	120	124	93	78	498
Maayke (V)	111	48	61	40	287
Mabel (V)	27	33	95	152	325
Macey (V)	0	15	10	12	42
Macha (V)	7	17	5	9	44
Machelina (V)	6	6	6	5	29
Machteld (V)	104	104	64	52	375
Mackenzie (V)	0	1	2	22	31
Macy (V)	0	98	99	48	267
Maddy (V)	23	49	24	33	176
Madelaine (V)	11	11	1	4	38
Madelein (V)	27	21	25	19	106
Madeleine (V)	138	117	103	108	563
Madelief (V)	23	30	201	665	1243
Madelijn (V)	8	6	8	9	42
Madelinde (V)	11	6	2	4	29
Madeline (V)	34	24	22	18	121
Madelon (V)	414	440	359	282	1677
Madelyn (V)	7	6	3	6	28
Madelène (V)	8	3	8	11	36
Madhavi (V)	13	16	19	3	53
Madhvi (V)	12	15	4	1	35
Madieke (V)	36	14	12	9	75
Madiha (V)	19	18	10	3	57
Madina (V)	5	6	17	20	62
Madison (V)	2	7	13	16	55
Mady (V)	6	8	11	7	36
Madé (V)	3	2	2	16	31
Madée (V)	0	0	3	14	27
Mae (V)	5	12	19	54	110
Maeve (V)	0	12	13	37	76
Magali (V)	16	21	16	23	94
Magda (V)	21	28	17	18	99
Magdalena (V)	241	157	103	83	713
Maggie (V)	26	10	30	25	106
Maggy (V)	9	14	11	9	49
Maha (V)	12	18	16	20	74
Mahsa (V)	17	13	6	4	47
Mai (V)	26	16	27	25	105
Maia (V)	2	4	10	11	37
Maida (V)	8	5	9	3	33
Maide (V)	2	9	14	6	33
Maika (V)	10	4	22	19	63
Maike (V)	197	174	170	169	867
Maira (V)	8	13	16	21	75
Maisam (V)	0	0	2	13	31
Maissa (V)	0	2	11	39	77
Maite (V)	22	20	38	61	170
Maj (V)	13	5	7	7	38
Maja (V)	66	41	41	59	275
Majda (V)	40	45	39	24	170
Majdouline (V)	11	11	7	12	45
Majella (V)	20	11	7	4	56
Majida (V)	8	11	3	1	28
Majorie (V)	15	15	10	3	50
Makbule (V)	8	16	13	4	49
Malaika (V)	7	5	8	18	49
Malak (V)	3	1	11	55	110
Malena (V)	5	4	4	9	28
Malika (V)	212	116	63	83	602
Malin (V)	6	8	15	38	85
Malinda (V)	14	9	6	0	36
Malissa (V)	70	137	112	53	394
Mallory (V)	28	29	14	7	79
Maloe (V)	9	8	8	5	37
Malon (V)	17	41	23	15	104
Malou (V)	422	419	224	161	1337
Malu (V)	62	41	24	11	175
Man (V)	19	20	15	6	72
Mana (V)	5	13	4	9	33
Manal (V)	27	51	143	206	508
Manar (V)	8	18	25	143	262
Mandy (V)	2473	2729	1608	875	8307
Manel (V)	7	6	10	9	40
Manisha (V)	34	124	106	57	341
Manita (V)	20	17	18	0	64
Manja (V)	58	51	24	7	177
Manna (V)	19	12	19	8	68
Manoe (V)	7	8	9	12	43
Manoek (V)	8	20	18	14	66
Manolya (V)	10	11	22	8	59
Manon (V)	1662	2896	2252	1344	8980
Manou (V)	60	79	71	143	447
Manouck (V)	2	10	7	8	32
Manouk (V)	134	523	442	270	1483
Manouschka (V)	8	8	5	0	27
Manpreet (V)	8	8	8	3	28
Manu (V)	1	4	3	12	27
Manuela (V)	318	387	265	118	1236
Manuella (V)	20	3	5	5	41
Manuëla (V)	1	8	10	7	30
Mara (V)	206	234	319	439	1466
Marah (V)	6	5	3	12	31
Maral (V)	12	22	8	9	58
Maran (V)	13	22	16	21	83
Marcela (V)	13	10	5	4	45
Marcelina (V)	5	5	9	6	27
Marceline (V)	3	25	20	2	54
Marcella (V)	529	307	158	56	1255
Marcelle (V)	30	29	13	9	98
Marcha (V)	86	98	39	27	292
Marchella (V)	13	2	6	4	32
Marchien (V)	42	32	9	12	110
Marchiena (V)	7	7	2	4	28
Marchje (V)	16	6	7	4	37
Marcia (V)	112	90	43	27	375
Mare (V)	18	22	75	250	664
Mareike (V)	15	10	1	3	38
Mareille (V)	17	20	7	1	59
Marel (V)	5	9	9	13	41
Marelle (V)	8	11	7	3	30
Maren (V)	43	47	60	90	300
Marenne (V)	6	5	10	5	33
Marente (V)	5	3	11	22	49
Marenthe (V)	4	10	10	23	57
Maret (V)	7	12	11	6	41
Marga (V)	63	30	7	16	158
Margaret (V)	19	11	11	9	56
Margareta (V)	37	26	15	13	112
Margareth (V)	11	12	2	3	33
Margaretha (V)	797	565	356	242	2418
Margarethe (V)	9	8	13	1	37
Margarita (V)	25	18	18	10	88
Margaritha (V)	10	14	4	5	36
Margaux (V)	21	22	24	12	86
Margien (V)	8	9	8	1	32
Margit (V)	43	44	18	10	134
Margje (V)	161	113	91	59	523
Margo (V)	146	138	124	77	547
Margot (V)	379	350	279	157	1307
Margreet (V)	121	80	46	29	372
Margret (V)	15	9	8	1	41
Margreta (V)	9	13	10	2	41
Margretha (V)	43	36	22	20	137
Margriet (V)	324	231	137	96	980
Margrieta (V)	19	11	4	9	55
Margrietha (V)	33	22	19	13	102
Marguerite (V)	13	9	12	9	50
Mari (V)	8	17	14	9	60
Maria (V)	6866	5098	3263	2382	21425
Mariah (V)	0	32	23	18	76
Mariam (V)	221	213	196	192	979
Mariama (V)	10	8	9	24	72
Marian (V)	187	101	52	25	499
Mariana (V)	27	24	19	22	120
Marianka (V)	17	5	2	2	31
Marianna (V)	35	23	17	16	114
Marianne (V)	821	526	276	160	2293
Marie (V)	361	297	293	247	1444
Marie-Anne (V)	14	10	8	3	38
Marie-Christine (V)	11	6	8	1	30
Marie-Claire (V)	55	43	37	15	180
Marie-José (V)	37	9	6	2	80
Marie-Louise (V)	116	82	65	50	386
Marieke (V)	2420	1580	1379	878	7868
Mariella (V)	7	9	4	5	30
Marielle (V)	75	43	17	8	181
Mariem (V)	78	90	63	52	309
Marieta (V)	8	10	4	6	31
Marietje (V)	7	16	9	4	46
Mariette (V)	28	10	6	3	56
Marigje (V)	27	18	21	16	93
Marij (V)	27	23	15	17	104
Marija (V)	17	27	18	12	84
Marijana (V)	14	7	7	5	46
Marije (V)	1093	930	767	570	4003
Marijke (V)	1030	632	435	218	2889
Marijn (V)	229	182	325	266	1178
Marijne (V)	11	35	57	42	161
Marijntje (V)	9	6	5	3	40
Marijtje (V)	27	24	25	14	121
Marika (V)	23	13	7	14	76
Marike (V)	56	47	43	28	224
Mariken (V)	21	10	5	15	68
Mariko (V)	23	14	4	7	55
Marileen (V)	8	8	8	9	36
Marilou (V)	33	31	28	17	126
Marilva (V)	8	5	6	0	28
Marilyn (V)	62	48	33	32	206
Marilène (V)	1	2	32	55	96
Marin (V)	40	41	61	98	291
Marina (V)	536	365	297	173	1656
Marinda (V)	85	102	70	34	334
Marinde (V)	23	30	32	29	136
Marine (V)	12	5	7	1	29
Marinka (V)	109	120	55	30	360
Marinke (V)	39	22	9	14	110
Marinthe (V)	4	9	10	23	54
Marion (V)	282	211	104	67	850
Marisa (V)	75	65	81	55	344
Marisca (V)	48	35	19	10	138
Marischa (V)	8	11	4	7	32
Marise (V)	29	40	47	42	177
Marisha (V)	19	31	26	19	100
Marisja (V)	13	8	4	3	34
Mariska (V)	1843	1231	765	340	5026
Marisol (V)	4	10	8	7	38
Marissa (V)	352	608	548	288	1979
Marit (V)	518	868	1141	2135	5823
Marita (V)	52	39	37	17	168
Marith (V)	25	41	56	164	357
Maritha (V)	9	2	7	1	30
Maritte (V)	9	8	5	6	30
Maritza (V)	14	10	10	5	44
Mariël (V)	61	54	47	24	207
Mariëlla (V)	69	70	30	16	219
Mariëlle (V)	909	746	417	204	2701
Mariët (V)	47	26	32	25	152
Mariëtta (V)	10	10	4	1	30
Mariëtte (V)	255	104	51	35	501
Marja (V)	92	63	52	25	310
Marjam (V)	11	18	24	27	93
Marjan (V)	283	100	78	53	712
Marjanne (V)	82	59	30	21	242
Marjella (V)	7	8	4	6	29
Marjelle (V)	12	16	14	1	51
Marjet (V)	57	41	39	30	192
Marjo (V)	34	5	10	5	79
Marjoke (V)	10	18	4	1	39
Marjolein (V)	2152	1720	837	411	6096
Marjoleine (V)	86	54	21	11	201
Marjolijn (V)	289	189	100	61	823
Marjolijne (V)	12	5	1	1	28
Marjon (V)	228	138	68	34	594
Marjorie (V)	34	22	16	9	106
Marjory (V)	13	6	5	2	29
Marla (V)	12	9	16	12	57
Marle (V)	13	20	38	24	105
Marleen (V)	1404	1077	744	496	4456
Marlein (V)	14	12	15	5	54
Marlena (V)	25	23	29	26	118
Marlene (V)	64	50	44	31	226
Marley (V)	19	26	39	26	127
Marli (V)	11	24	23	14	86
Marlie (V)	54	82	54	28	247
Marlieke (V)	115	106	74	39	391
Marlien (V)	32	27	12	10	105
Marlies (V)	616	428	261	141	1771
Marlijn (V)	112	117	111	80	484
Marlijne (V)	10	9	8	4	37
Marlin (V)	23	40	42	34	150
Marlinda (V)	29	27	15	6	91
Marlinde (V)	34	37	50	39	188
Marline (V)	11	23	24	4	73
Marlisa (V)	5	10	6	3	27
Marlise (V)	11	9	13	6	41
Marlissa (V)	12	60	30	20	129
Marloe (V)	14	13	16	9	57
Marloes (V)	2135	1779	988	486	6421
Marlon (V)	178	217	93	48	582
Marlot (V)	113	133	56	24	335
Marlotte (V)	46	67	49	23	197
Marlou (V)	336	416	266	166	1292
Marlouk (V)	7	8	9	2	29
Marlous (V)	247	163	59	17	651
Marly (V)	101	138	100	77	462
Marlyn (V)	13	26	17	12	72
Marlène (V)	20	42	21	34	127
Maroeska (V)	11	5	5	3	27
Maron (V)	11	22	15	11	66
Maroua (V)	12	26	45	62	192
Maroucha (V)	7	15	15	5	45
Marouscha (V)	4	10	11	14	45
Marouschka (V)	18	32	20	7	81
Marousha (V)	1	7	20	5	33
Maroussia (V)	3	31	30	15	80
Marre (V)	15	20	38	56	158
Marretje (V)	56	58	43	40	246
Marrie (V)	18	14	14	15	77
Marrigje (V)	112	79	78	78	423
Marrit (V)	138	168	177	183	776
Marriët (V)	12	6	6	2	35
Marry (V)	19	22	21	18	93
Marscha (V)	47	36	29	17	162
Marsha (V)	145	117	107	39	497
Marta (V)	47	28	16	10	131
Marte (V)	77	79	73	85	357
Martha (V)	238	229	170	156	958
Marthe (V)	181	193	134	97	673
Martijntje (V)	30	34	22	12	118
Martika (V)	1	18	5	3	27
Martina (V)	446	329	226	143	1370
Martine (V)	962	628	343	179	2622
Martje (V)	123	84	67	39	385
Maruschka (V)	28	19	4	3	55
Marwa (V)	29	36	50	133	347
Mary (V)	109	71	37	62	331
Mary-Ann (V)	13	12	10	8	58
Maryam (V)	225	214	183	179	962
Maryama (V)	5	15	16	13	50
Maryan (V)	5	21	24	11	64
Marye (V)	29	20	9	10	82
Maryem (V)	22	10	30	58	135
Marylou (V)	13	8	4	3	34
Maryse (V)	35	41	58	39	195
Marèl (V)	2	16	29	27	87
Marèll (V)	3	11	32	31	84
María (V)	6	5	9	9	37
Mascha (V)	127	97	73	38	416
Masha (V)	53	56	35	18	178
Masja (V)	17	18	19	17	83
Matea (V)	6	9	6	5	27
Mathea (V)	14	7	3	0	32
Mathilda (V)	43	37	39	29	173
Mathilde (V)	130	205	196	164	818
Matilda (V)	4	9	4	9	40
Matilde (V)	1	4	12	13	36
Mattanja (V)	28	24	26	26	122
Matthea (V)	27	14	17	16	108
Mattie (V)	3	9	9	6	31
Matty (V)	16	14	10	9	53
Maud (V)	442	898	1487	2353	6405
Maudi (V)	3	12	20	31	77
Maudy (V)	46	61	76	50	266
Maura (V)	21	58	105	140	397
Maureen (V)	271	373	531	453	1858
Mauri (V)	1	9	16	6	36
Maurien (V)	8	9	5	5	34
Maury (V)	1	5	12	13	35
Mavis (V)	12	3	1	6	31
Max (V)	1	4	11	15	35
Maxim (V)	4	22	20	15	65
Maxime (V)	165	1011	1099	399	2752
Maxine (V)	37	135	110	69	372
May (V)	24	34	44	51	189
May-Britt (V)	2	4	8	11	27
Maya (V)	107	115	94	174	645
Maybritt (V)	6	12	16	26	67
Mayella (V)	20	3	3	1	30
Mayke (V)	142	144	183	161	743
Mayla (V)	4	8	7	8	39
Maylin (V)	0	3	7	8	29
Mayon (V)	7	9	8	2	27
Mayra (V)	30	38	74	125	321
Maysa (V)	1	3	11	7	33
Mayte (V)	2	4	21	19	61
Maïssae (V)	0	0	1	13	27
Mea (V)	6	2	5	13	41
Meagan (V)	9	18	26	30	104
Meaghan (V)	0	4	11	14	32
Mechelina (V)	23	20	10	3	71
Mechteld (V)	24	20	23	6	84
Medina (V)	4	13	30	19	93
Medine (V)	25	28	19	25	140
Medy (V)	2	6	4	5	27
Meeke (V)	1	8	7	19	44
Meera (V)	5	5	10	5	32
Mees (V)	4	14	46	108	228
Meg (V)	3	1	12	16	37
Megan (V)	115	316	623	830	2145
Meggie (V)	29	44	62	34	181
Meggy (V)	29	30	30	25	124
Meghan (V)	21	36	51	57	188
Mehtap (V)	101	78	30	10	258
Mei (V)	32	31	16	17	117
Meike (V)	279	282	568	1304	3221
Meinke (V)	4	6	6	14	44
Meintje (V)	19	7	17	18	77
Meis (V)	2	3	14	27	72
Mel (V)	1	6	7	18	44
Melani (V)	6	12	9	10	41
Melania (V)	16	16	5	5	46
Melanie (V)	1596	2085	1759	1012	7029
Melany (V)	71	115	105	62	394
Melati (V)	5	7	8	11	35
Melda (V)	10	31	72	113	259
Melek (V)	92	85	63	52	350
Meliha (V)	22	22	26	14	97
Melika (V)	11	4	14	21	59
Melike (V)	46	84	112	154	461
Melina (V)	41	52	62	63	267
Melinda (V)	81	106	49	39	355
Melis (V)	8	30	35	43	132
Melisa (V)	52	121	229	272	784
Melissa (V)	1921	3686	3142	1716	11363
Mellanie (V)	76	102	58	51	319
Mellany (V)	19	37	27	17	103
Melle (V)	6	11	24	40	102
Mellisa (V)	11	13	9	6	48
Mellissa (V)	25	44	20	18	113
Melloney (V)	11	19	7	3	43
Melody (V)	51	78	104	106	389
Meltem (V)	57	117	88	45	329
Mendy (V)	107	97	53	57	372
Menekşe (V)	4	8	9	6	33
Menke (V)	11	6	7	13	48
Menna (V)	1	6	6	12	35
Menthe (V)	1	3	9	26	47
Meral (V)	73	47	35	19	215
Mercedes (V)	23	40	47	35	167
Mercy (V)	5	5	9	8	34
Meredith (V)	54	28	24	6	129
Merel (V)	1333	1715	2266	2419	8833
Meri (V)	6	5	4	16	37
Meriam (V)	36	39	26	28	157
Merian (V)	10	5	2	6	31
Meriem (V)	37	32	17	16	117
Merijn (V)	12	7	26	55	117
Merit (V)	23	23	18	59	142
Merith (V)	10	8	23	34	88
Merle (V)	92	237	405	458	1462
Merlijn (V)	34	39	54	64	224
Merlijne (V)	7	4	7	14	40
Merlin (V)	39	52	47	48	210
Merlyn (V)	13	8	10	7	43
Merve (V)	86	562	587	260	1560
Meryam (V)	13	68	81	77	283
Meryem (V)	235	300	265	187	1165
Meryl (V)	20	17	7	3	48
Meta (V)	40	28	14	25	134
Metje (V)	44	33	26	28	149
Mette (V)	47	34	94	403	833
Mex (V)	0	1	2	33	53
Mexx (V)	0	1	7	15	37
Meyke (V)	9	15	21	28	86
Mia (V)	22	20	25	59	189
Micaela (V)	3	8	9	10	34
Micha (V)	14	13	18	8	66
Michaela (V)	50	47	50	37	219
Michal (V)	14	23	13	2	60
Michaëla (V)	47	60	45	29	200
Michela (V)	9	5	7	5	29
Michele (V)	12	13	6	4	40
Micheline (V)	19	12	3	2	39
Michella (V)	56	70	61	27	240
Michelle (V)	2422	4770	3344	1959	13344
Michou (V)	19	10	5	2	44
Michèle (V)	130	107	64	34	366
Michèlle (V)	113	86	31	18	302
Michéle (V)	10	17	5	0	36
Michélle (V)	21	19	4	2	53
Mickey (V)	13	28	34	25	112
Micky (V)	17	17	44	57	180
Mieke (V)	488	269	213	137	1423
Mientje (V)	8	7	3	5	32
Mies (V)	4	15	16	32	83
Mignon (V)	31	47	21	14	129
Mihriban (V)	7	16	52	32	119
Mijke (V)	69	69	83	92	402
Mijntje (V)	10	19	31	97	252
Mijs (V)	0	3	9	25	57
Mika (V)	3	4	26	60	129
Mikayla (V)	0	0	13	15	33
Miki (V)	5	4	14	15	47
Mikki (V)	4	13	31	135	221
Mila (V)	41	70	199	864	1710
Milan (V)	10	29	11	21	77
Milana (V)	7	2	6	23	52
Milena (V)	32	48	69	54	246
Milenka (V)	6	9	20	11	50
Milica (V)	7	9	7	9	42
Milika (V)	4	1	10	22	42
Milka (V)	14	0	3	5	30
Milla (V)	0	1	8	57	90
Mille (V)	2	1	9	12	32
Millie (V)	5	2	8	10	31
Milly (V)	9	22	23	11	74
Miloe (V)	13	6	9	7	45
Milou (V)	822	1409	857	942	4507
Milouda (V)	24	11	5	1	57
Milène (V)	12	17	12	10	53
Mimi (V)	5	18	24	33	98
Mimouna (V)	19	7	7	7	58
Mimount (V)	24	9	5	3	52
Min (V)	12	4	8	5	33
Mina (V)	162	89	60	63	469
Mindy (V)	49	42	13	18	141
Mine (V)	28	39	27	17	129
Ming (V)	15	8	12	12	51
Minka (V)	9	11	18	10	62
Minke (V)	196	190	193	243	1039
Minne (V)	5	7	15	16	56
Minoesch (V)	0	4	26	10	40
Minou (V)	29	64	55	64	242
Minouche (V)	4	11	14	9	43
Minouk (V)	8	19	13	18	68
Mira (V)	40	50	64	114	356
Miranda (V)	1448	801	330	107	3480
Miray (V)	4	4	13	35	83
Mireille (V)	281	245	132	47	828
Mirela (V)	31	12	10	11	85
Mirella (V)	149	66	47	34	409
Mirelle (V)	35	20	19	15	110
Miriam (V)	506	391	281	191	1679
Mirian (V)	14	11	3	2	36
Mirja (V)	8	13	9	7	40
Mirjam (V)	1251	798	492	305	3590
Mirjan (V)	26	12	5	0	61
Mirjana (V)	10	14	6	5	44
Mirle (V)	2	6	5	14	36
Mirna (V)	72	67	43	28	230
Mirne (V)	4	1	6	9	31
Miron (V)	8	10	9	2	32
Mirre (V)	21	41	70	157	375
Mirte (V)	161	252	322	498	1550
Mirthe (V)	129	277	476	719	2036
Miryam (V)	17	41	55	70	206
Mirza (V)	3	6	7	6	28
Mischa (V)	57	33	26	44	184
Misha (V)	35	25	38	41	155
Misja (V)	4	11	3	7	30
Misty (V)	6	9	17	22	58
Mitra (V)	5	5	8	6	30
Mitzi (V)	6	18	15	10	54
Mitzy (V)	9	6	15	10	46
Mo (V)	6	9	28	22	73
Moana (V)	1	3	9	16	32
Mohini (V)	1	8	11	10	31
Moira (V)	16	19	31	32	117
Molly (V)	3	7	12	15	40
Mona (V)	48	39	30	22	159
Monica (V)	417	422	242	129	1382
Moniek (V)	649	470	231	77	1715
Monika (V)	77	71	43	14	248
Monique (V)	1629	941	366	160	4041
Monisha (V)	14	18	11	14	61
Monja (V)	13	12	8	3	41
Montana (V)	13	20	14	10	61
Moon (V)	6	10	13	26	62
Morena (V)	21	29	34	31	132
Morgan (V)	5	10	26	64	127
Morsal (V)	13	6	10	14	47
Moska (V)	9	14	5	4	35
Mouna (V)	24	47	30	42	174
Mounia (V)	55	46	52	41	238
Moësha (V)	0	0	7	20	29
Moïse (V)	0	0	30	44	82
Mukaddes (V)	15	11	6	7	46
Muna (V)	37	43	61	38	203
Munira (V)	13	1	7	5	29
Muriel (V)	30	34	22	21	119
Muriël (V)	57	77	92	66	338
Muriëlle (V)	14	15	4	7	43
My (V)	9	19	8	14	60
Myke (V)	11	8	5	16	53
Myla (V)	4	5	11	30	67
Mylene (V)	12	16	6	7	42
Mylou (V)	9	19	21	21	82
Mylène (V)	72	130	187	87	534
Myra (V)	60	57	73	85	325
Myriam (V)	64	81	35	23	231
Myrle (V)	5	6	5	9	29
Myrna (V)	259	146	142	60	642
Myrne (V)	2	4	15	5	30
Myron (V)	10	20	20	17	82
Myrte (V)	126	100	102	73	471
Myrthe (V)	655	919	1403	1474	5159
Mèlanie (V)	20	32	25	8	92
Mélanie (V)	38	40	31	15	135
Müberra (V)	7	17	18	26	81
Müge (V)	13	9	6	3	32
Münevver (V)	23	12	9	5	52
Müzeyyen (V)	15	5	7	3	34
Nabila (V)	107	108	87	45	391
Naciye (V)	26	11	12	4	59
Nada (V)	30	60	124	222	563
Nadeche (V)	8	26	44	16	99
Nadi (V)	2	13	10	10	36
Nadia (V)	1038	1003	762	484	3803
Nadiah (V)	4	10	12	4	32
Nadie (V)	12	39	27	18	101
Nadieh (V)	108	168	79	36	401
Nadien (V)	7	8	13	8	41
Nadin (V)	5	10	6	7	33
Nadina (V)	12	10	4	7	37
Nadine (V)	1026	841	789	463	3428
Nadira (V)	21	16	16	34	106
Nadiya (V)	12	5	4	4	31
Nadja (V)	146	119	70	68	446
Naduah (V)	0	6	14	6	28
Nady (V)	5	10	14	2	31
Nadya (V)	23	16	26	24	107
Nadège (V)	3	7	8	6	27
Nafisa (V)	17	10	13	11	54
Nagihan (V)	15	27	19	3	70
Nahid (V)	14	19	16	19	83
Naila (V)	11	10	4	5	34
Naima (V)	236	138	69	36	619
Naime (V)	10	3	9	1	29
Najat (V)	238	84	29	8	504
Najia (V)	40	14	4	0	85
Najiha (V)	22	9	3	0	44
Najima (V)	49	20	7	4	108
Najla (V)	21	31	34	27	120
Najlae (V)	18	24	16	14	77
Najma (V)	13	17	36	26	108
Najoua (V)	81	61	55	50	289
Najwa (V)	3	4	4	10	30
Nakita (V)	6	8	7	5	28
Nalini (V)	29	10	11	11	76
Nalinie (V)	12	8	1	4	27
Nan (V)	9	5	6	7	31
Nana (V)	38	40	36	31	180
Nancy (V)	793	392	275	182	2207
Nanda (V)	233	119	85	53	647
Nandi (V)	14	53	8	14	92
Nandini (V)	9	5	5	13	40
Nandy (V)	7	22	7	4	44
Nanet (V)	15	18	9	6	59
Nanette (V)	60	40	30	17	170
Nanine (V)	8	8	9	5	33
Nanja (V)	18	13	9	5	53
Nanke (V)	7	6	7	5	34
Nanna (V)	15	10	6	54	111
Nanne (V)	28	35	54	61	221
Nanneke (V)	21	9	5	5	44
Nannette (V)	12	7	4	1	27
Nanny (V)	7	2	2	10	28
Nanou (V)	2	2	7	10	34
Nanouk (V)	18	23	30	36	130
Naomi (V)	896	1955	3280	3012	10358
Naomie (V)	31	45	57	32	183
Naomy (V)	14	39	37	53	157
Naoual (V)	274	219	124	86	799
Naouar (V)	10	10	4	4	34
Narges (V)	8	12	4	6	38
Nargis (V)	5	8	10	4	37
Nariman (V)	5	9	6	8	29
Narin (V)	8	13	8	12	45
Narjiss (V)	6	2	22	40	92
Nasima (V)	12	7	11	4	46
Nasira (V)	7	9	12	5	36
Nasra (V)	10	17	26	19	83
Nassima (V)	19	18	15	36	105
Nassira (V)	116	104	66	47	379
Natacha (V)	26	10	11	6	63
Natali (V)	12	8	3	6	38
Natalia (V)	65	73	53	76	338
Natalie (V)	252	214	100	78	837
Natalija (V)	6	6	9	9	36
Natalja (V)	28	30	31	14	116
Nataly (V)	16	7	5	4	37
Natalya (V)	4	4	15	15	44
Natanja (V)	7	15	7	6	43
Natascha (V)	703	585	279	122	2010
Natasha (V)	187	193	137	62	651
Natasja (V)	855	807	466	185	2670
Nataša (V)	20	11	3	4	43
Nathalia (V)	32	30	21	18	120
Nathalie (V)	2135	1700	1077	557	6369
Nathalja (V)	11	23	20	3	59
Nathaly (V)	52	30	20	10	135
Nathanja (V)	15	10	9	3	49
Nathasja (V)	59	69	23	10	181
Nawal (V)	54	75	70	76	315
Nayomi (V)	3	10	6	5	27
Naz (V)	4	6	3	7	28
Nazan (V)	12	17	4	3	48
Nazanin (V)	9	8	6	2	35
Nazar (V)	0	1	1	37	43
Nazha (V)	14	14	6	1	44
Nazia (V)	25	9	2	4	51
Nazife (V)	16	13	14	5	55
Naziha (V)	62	34	9	5	142
Nazik (V)	10	8	5	3	29
Nazli (V)	39	31	18	14	136
Nazlı (V)	1	1	8	21	35
Nazmiye (V)	17	21	10	7	63
Naära (V)	4	10	6	7	30
Naïma (V)	44	32	22	16	144
Naómi (V)	1	5	11	7	29
Naömi (V)	25	15	15	12	82
Nebahat (V)	9	12	4	2	34
Necla (V)	31	10	5	6	60
Neda (V)	10	10	9	15	63
Neelam (V)	10	20	11	9	55
Neele (V)	1	5	13	25	62
Neelke (V)	9	4	5	5	32
Neeltje (V)	529	449	413	313	2066
Nefise (V)	3	4	11	26	50
Neha (V)	5	9	4	19	46
Nejla (V)	17	11	5	9	55
Nele (V)	10	11	16	39	90
Nelie (V)	6	10	4	6	35
Neline (V)	12	25	18	9	76
Nella (V)	11	5	8	10	37
Nelleke (V)	164	137	81	46	511
Nellie (V)	37	25	20	28	132
Nelly (V)	47	50	33	30	195
Nena (V)	51	108	164	188	575
Neomi (V)	10	8	13	17	68
Nerena (V)	0	0	5	18	40
Nergiz (V)	9	10	13	6	46
Neriman (V)	13	10	2	6	40
Nerissa (V)	20	23	18	16	83
Nermin (V)	29	14	15	12	92
Nesibe (V)	20	18	7	7	64
Neslihan (V)	96	127	91	49	403
Nesrin (V)	34	50	39	12	160
Nesrine (V)	6	70	115	75	289
Neva (V)	0	0	2	16	33
Nevin (V)	17	15	4	6	50
Nevra (V)	4	2	1	14	27
Nezha (V)	28	15	9	3	63
Neşe (V)	21	19	9	1	56
Ngoc (V)	36	33	18	17	121
Niamh (V)	5	10	16	28	78
Nica (V)	5	2	25	58	110
Nicci (V)	0	0	0	18	36
Nickey (V)	11	14	16	13	57
Nicki (V)	13	22	14	13	67
Nicky (V)	560	614	533	404	2303
Nicol (V)	44	50	29	9	153
Nicola (V)	65	36	16	16	169
Nicole (V)	2468	1958	1159	598	7411
Nicolet (V)	30	20	9	4	92
Nicoletta (V)	16	10	8	3	43
Nicolette (V)	185	163	68	36	561
Nicolien (V)	124	79	27	20	301
Nicoliene (V)	4	9	3	5	28
Nicolina (V)	25	30	10	3	86
Nicoline (V)	156	90	45	35	395
Nicolle (V)	100	59	31	11	273
Nida (V)	7	19	22	34	101
Nieke (V)	31	46	48	61	217
Niene (V)	1	8	16	22	68
Nienke (V)	1379	1511	1727	2001	7936
Niesje (V)	41	35	29	11	130
Nieske (V)	21	14	13	14	86
Nihad (V)	20	30	33	52	162
Nihal (V)	32	31	30	60	174
Nika (V)	17	21	73	166	380
Nike (V)	6	5	10	2	32
Nikee (V)	5	11	19	12	53
Niki (V)	196	128	100	51	528
Nikie (V)	40	31	10	3	92
Nikita (V)	323	447	506	843	2294
Nikki (V)	832	1288	1330	1555	5725
Nikkie (V)	84	89	53	28	298
Nikky (V)	66	84	99	69	351
Nikola (V)	4	5	5	6	28
Nikolina (V)	10	6	9	6	38
Niké (V)	22	35	22	17	105
Nikée (V)	6	4	7	15	42
Nila (V)	1	8	9	14	49
Nilab (V)	7	6	4	6	30
Nilay (V)	11	13	18	23	90
Nilgün (V)	14	6	2	2	34
Nilofar (V)	3	11	6	5	29
Niloufar (V)	11	10	4	2	31
Nilüfer (V)	9	11	7	8	40
Nima (V)	9	5	9	6	38
Nimet (V)	27	27	12	11	84
Nimo (V)	17	13	13	2	51
Nina (V)	847	1364	2398	2614	8248
Ninah (V)	2	2	15	12	40
Nine (V)	26	59	95	105	354
Nini (V)	7	15	9	10	45
Ninja (V)	31	6	3	0	51
Ninke (V)	40	20	22	26	128
Ninon (V)	8	15	15	7	47
Ninthe (V)	1	0	0	0	84
Niobe (V)	0	4	1	15	30
Nirvana (V)	5	5	13	3	28
Nisa (V)	1	24	41	119	292
Nisanur (V)	0	0	9	38	77
Nisha (V)	33	17	14	29	115
Nisrin (V)	7	13	17	26	78
Nisrine (V)	18	38	70	233	455
Nissrine (V)	8	9	24	31	77
Nita (V)	9	9	7	5	36
Noa (V)	8	20	596	2973	4745
Noah (V)	3	12	233	273	597
Noelia (V)	10	9	7	6	37
Noelle (V)	7	2	9	8	33
Noemi (V)	5	8	11	13	42
Noer (V)	6	3	4	23	45
Noha (V)	4	5	6	9	36
